prompt,kind,pos,pending,draft,accepted_batch,accepted_draft,bonus,next_model_id,tier,rule_chain,rule_conf,rule_support,ctx_tail_ids,ctx_tail_text,draft_ids,draft_text,model_draft_ids,model_draft_text,next_model_text,mismatch_at,why,rule_strikes,draft_mistakes,pattern_s,decode_s,verify_s
"implement fibonacci in python, no comments, only code:",spec_eval,29,1,0,1,0,25,25,none,,,,12 16 8 488 15801 1445 12 17 8 54275 151643 33975,-1) + fib(n-2) ```Human,,,,,:,,no_pattern_fired,3,0,6.880000000819564e-05,0.03296129999944242,0.0001340000017080456
"implement fibonacci in python, no comments, only code:",spec_eval,30,1,0,1,0,4211,4211,none,,,,16 8 488 15801 1445 12 17 8 54275 151643 33975 25,1) + fib(n-2) ```Human:,,,,, implement,,no_pattern_fired,3,0,8.769999840296805e-05,0.03306970000267029,7.280000136233866e-05
"implement fibonacci in python, no comments, only code:",spec_eval,31,1,0,1,0,264,264,none,,,,8 488 15801 1445 12 17 8 54275 151643 33975 25 4211,) + fib(n-2) ```Human: implement,,,,, a,,no_pattern_fired,3,0,9.420000424142927e-05,0.032134000000951346,0.00020170000061625615
"implement fibonacci in python, no comments, only code:",spec_eval,32,1,0,1,0,729,729,none,,,,488 15801 1445 12 17 8 54275 151643 33975 25 4211 264, + fib(n-2) ```Human: implement a,,,,, function,,no_pattern_fired,3,0,9.17999932426028e-05,0.03202220000093803,0.00014910000027157366
"implement fibonacci in python, no comments, only code:",spec_eval,33,1,0,1,0,311,311,none,,,,15801 1445 12 17 8 54275 151643 33975 25 4211 264 729, fib(n-2) ```Human: implement a function,,,,, to,,no_pattern_fired,3,0,0.0001399000029778108,0.03239870000106748,7.229999755509198e-05
"implement fibonacci in python, no comments, only code:",spec_eval,34,1,0,1,0,1779,1779,none,,,,1445 12 17 8 54275 151643 33975 25 4211 264 729 311,(n-2) ```Human: implement a function to,,,,, check,,no_pattern_fired,3,0,8.069999603321776e-05,0.033039399997505825,0.00012660000356845558
"implement fibonacci in python, no comments, only code:",spec_eval,35,1,0,1,0,421,421,none,,,,12 17 8 54275 151643 33975 25 4211 264 729 311 1779,-2) ```Human: implement a function to check,,,,, if,,no_pattern_fired,3,0,0.00015919999714242294,0.033302700001513585,0.00012280000373721123
"implement fibonacci in python, no comments, only code:",spec_eval,36,1,0,1,0,264,264,none,,,,17 8 54275 151643 33975 25 4211 264 729 311 1779 421,2) ```Human: implement a function to check if,,,,, a,,no_pattern_fired,3,0,0.00011100000119768083,0.03308190000097966,7.809999806340784e-05
"implement fibonacci in python, no comments, only code:",spec_eval,37,1,0,1,0,7868,7868,none,,,,8 54275 151643 33975 25 4211 264 729 311 1779 421 264,) ```Human: implement a function to check if a,,,,, binary,,no_pattern_fired,3,0,7.960000220919028e-05,0.03305710000131512,9.199999476550147e-05
"implement fibonacci in python, no comments, only code:",spec_eval,38,1,0,1,0,4916,4916,none,,,,54275 151643 33975 25 4211 264 729 311 1779 421 264 7868, ```Human: implement a function to check if a binary,,,,, tree,,no_pattern_fired,3,0,0.00015020000137155876,0.03334859999449691,0.0001320000010309741
"implement fibonacci in python, no comments, only code:",spec_eval,39,1,0,1,0,374,374,none,,,,151643 33975 25 4211 264 729 311 1779 421 264 7868 4916,Human: implement a function to check if a binary tree,,,,, is,,no_pattern_fired,3,0,0.00014460000238614157,0.03447369999776129,0.0001604999997653067
"implement fibonacci in python, no comments, only code:",spec_eval,40,1,0,1,0,23831,23831,none,,,,33975 25 4211 264 729 311 1779 421 264 7868 4916 374,Human: implement a function to check if a binary tree is,,,,, balanced,,no_pattern_fired,3,0,0.00014589999773306772,0.03261490000295453,0.00015029999485705048
"implement fibonacci in python, no comments, only code:",spec_eval,41,1,0,1,0,11,11,none,,,,25 4211 264 729 311 1779 421 264 7868 4916 374 23831,: implement a function to check if a binary tree is balanced,,,,,",",,no_pattern_fired,3,0,0.00014760000340174884,0.03344720000313828,0.00012770000466844067
"implement fibonacci in python, no comments, only code:",spec_eval,42,1,0,1,0,902,902,none,,,,4211 264 729 311 1779 421 264 7868 4916 374 23831 11," implement a function to check if a binary tree is balanced,",,,,, no,,no_pattern_fired,3,0,0.00011199999426025897,0.0331711999970139,7.859999459469691e-05
"implement fibonacci in python, no comments, only code:",spec_eval,43,1,0,1,0,6042,6042,none,,,,264 729 311 1779 421 264 7868 4916 374 23831 11 902," a function to check if a binary tree is balanced, no",,,,, comments,,no_pattern_fired,3,0,8.180000440916047e-05,0.03295129999605706,8.829999569570646e-05
"implement fibonacci in python, no comments, only code:",spec_eval,44,1,0,1,0,11,11,none,,,,729 311 1779 421 264 7868 4916 374 23831 11 902 6042," function to check if a binary tree is balanced, no comments",,,,,",",,no_pattern_fired,3,0,8.789999992586672e-05,0.03352859999722568,6.589999975403771e-05
"implement fibonacci in python, no comments, only code:",spec_eval,45,1,0,1,0,1172,1172,none,,,,311 1779 421 264 7868 4916 374 23831 11 902 6042 11," to check if a binary tree is balanced, no comments,",,,,, only,,no_pattern_fired,3,0,7.519999780924991e-05,0.03345759999501752,0.00012910000077681616
"implement fibonacci in python, no comments, only code:",spec_eval,46,1,0,1,0,2038,2038,none,,,,1779 421 264 7868 4916 374 23831 11 902 6042 11 1172," check if a binary tree is balanced, no comments, only",,,,, code,,no_pattern_fired,3,0,0.00012350000179139897,0.03359479999926407,0.0001419000036548823
"implement fibonacci in python, no comments, only code:",spec_eval,47,1,0,1,0,25,25,none,,,,421 264 7868 4916 374 23831 11 902 6042 11 1172 2038," if a binary tree is balanced, no comments, only code",,,,,:,,no_pattern_fired,3,0,0.00016450000111944973,0.033482599996204954,0.00013810000382363796
"implement fibonacci in python, no comments, only code:",spec_eval,48,1,0,1,0,54275,54275,none,,,,264 7868 4916 374 23831 11 902 6042 11 1172 2038 25," a binary tree is balanced, no comments, only code:",,,,, ```,,no_pattern_fired,3,0,0.00020399999630171806,0.033661100002063904,7.88000033935532e-05
"implement fibonacci in python, no comments, only code:",spec_eval,49,1,0,1,0,12669,12669,none,,,,7868 4916 374 23831 11 902 6042 11 1172 2038 25 54275," binary tree is balanced, no comments, only code: ```",,,,,python,,no_pattern_fired,3,0,0.00016340000001946464,0.03359189999900991,7.670000195503235e-05
"implement fibonacci in python, no comments, only code:",spec_eval,50,1,0,1,0,198,198,none,,,,4916 374 23831 11 902 6042 11 1172 2038 25 54275 12669," tree is balanced, no comments, only code: ```python",,,,,\n,,no_pattern_fired,3,0,7.819999882485718e-05,0.033568700004252605,0.00013179999950807542
"implement fibonacci in python, no comments, only code:",spec_eval,0,1,1,2,1,6018,6018,syntax_code_fence_class,syntax_code_fence_class,0.970,999,374 23831 11 902 6042 11 1172 2038 25 54275 12669 198," is balanced, no comments, only code: ```python\n",1040,class,1040,class, Node,,draft_accepted,3,0,0.00014509999891743064,0.03919099999620812,0.000258400003076531
"implement fibonacci in python, no comments, only code:",spec_eval,0,1,8,2,1,707,707,syntax_class_colon,syntax_class_colon|syntax_indent|det_ctx5|det_ctx7|syntax_dunder_init|syntax_dunder_paren|syntax_dunder_self|det_ctx8,1.000|0.980|1.000|1.000|1.000|1.000|1.000|1.000,999|999|4|4|999|999|999|5,11 902 6042 11 1172 2038 25 54275 12669 198 1040 6018,", no comments, only code: ```python\nclass Node",510 262 707 1304 2327 3804 721 11,":\n    def __init__(self,",510 707 707 1304 2327 3804 721 11,":\n def def __init__(self,", def,1,draft_token_mismatch,4,0,0.000367600005120039,0.08810079999966547,0.0011768000040319748
"implement fibonacci in python, no comments, only code:",spec_eval,55,1,0,1,0,1304,1304,none,,,,6042 11 1172 2038 25 54275 12669 198 1040 6018 510 707," comments, only code: ```python\nclass Node:\n def",,,,, __,,no_pattern_fired,4,0,7.380000170087442e-05,0.03479430000152206,0.0001497999983257614
"implement fibonacci in python, no comments, only code:",spec_eval,2,1,3,4,3,51557,51557,syntax_dunder_init,syntax_dunder_init|syntax_dunder_paren|syntax_dunder_self,1.000|1.000|1.000,999|999|999,11 1172 2038 25 54275 12669 198 1040 6018 510 707 1304,", only code: ```python\nclass Node:\n def __",2327 3804 721,init__(self,2327 3804 721,init__(self,",val",,draft_accepted,4,0,0.00012010000500595197,0.06182930000068154,0.00031099999614525586
"implement fibonacci in python, no comments, only code:",spec_eval,60,1,0,1,0,28,28,none,,,,54275 12669 198 1040 6018 510 707 1304 2327 3804 721 51557," ```python\nclass Node:\n def __init__(self,val",,,,,=,,no_pattern_fired,4,0,0.00044860000343760476,0.03754579999804264,0.00013079999916953966
"implement fibonacci in python, no comments, only code:",spec_eval,61,1,0,1,0,15,15,none,,,,12669 198 1040 6018 510 707 1304 2327 3804 721 51557 28,"python\nclass Node:\n def __init__(self,val=",,,,,0,,no_pattern_fired,4,0,0.00010479999764356762,0.03553460000694031,0.00018389999604551122
"implement fibonacci in python, no comments, only code:",spec_eval,62,1,0,1,0,83925,83925,none,,,,198 1040 6018 510 707 1304 2327 3804 721 51557 28 15,"\nclass Node:\n def __init__(self,val=0",,,,,",left",,no_pattern_fired,4,0,9.020000288728625e-05,0.0333288999972865,7.79999973019585e-05
"implement fibonacci in python, no comments, only code:",spec_eval,63,1,0,1,0,5856,5856,none,,,,1040 6018 510 707 1304 2327 3804 721 51557 28 15 83925,"class Node:\n def __init__(self,val=0,left",,,,,=None,,no_pattern_fired,4,0,0.000206899996555876,0.03609149999829242,0.0001540000012028031
"implement fibonacci in python, no comments, only code:",spec_eval,64,1,0,1,0,74888,74888,none,,,,6018 510 707 1304 2327 3804 721 51557 28 15 83925 5856," Node:\n def __init__(self,val=0,left=None",,,,,",right",,no_pattern_fired,4,0,0.00012450000212993473,0.03646870000375202,0.00011590000212891027
"implement fibonacci in python, no comments, only code:",spec_eval,65,1,0,1,0,5856,5856,none,,,,510 707 1304 2327 3804 721 51557 28 15 83925 5856 74888,":\n def __init__(self,val=0,left=None,right",,,,,=None,,no_pattern_fired,4,0,0.00017049999587470666,0.03469119999499526,0.00014509999891743064
"implement fibonacci in python, no comments, only code:",spec_eval,66,1,0,1,0,982,982,none,,,,707 1304 2327 3804 721 51557 28 15 83925 5856 74888 5856," def __init__(self,val=0,left=None,right=None",,,,,):\n,,no_pattern_fired,4,0,9.399999544257298e-05,0.03389679999963846,0.00011220000305911526
"implement fibonacci in python, no comments, only code:",spec_eval,67,1,1,1,0,656,656,syntax_indent,syntax_indent,0.980,999,1304 2327 3804 721 51557 28 15 83925 5856 74888 5856 982," __init__(self,val=0,left=None,right=None):\n",257,    ,656, self, self,0,draft_token_mismatch,5,0,0.00011899999663000926,0.07863230000657495,0.00022450000687967986
"implement fibonacci in python, no comments, only code:",spec_eval,68,1,0,1,0,10835,10835,none,,,,2327 3804 721 51557 28 15 83925 5856 74888 5856 982 656,"init__(self,val=0,left=None,right=None):\n self",,,,,.val,,no_pattern_fired,5,0,7.570000161649659e-05,0.035811400004604366,9.020000288728625e-05
"implement fibonacci in python, no comments, only code:",spec_eval,69,1,0,1,0,284,284,none,,,,3804 721 51557 28 15 83925 5856 74888 5856 982 656 10835,"__(self,val=0,left=None,right=None):\n self.val",,,,, =,,no_pattern_fired,5,0,0.00010280000424245372,0.03606530000251951,0.00012919999426230788
"implement fibonacci in python, no comments, only code:",spec_eval,70,1,0,1,0,1044,1044,none,,,,721 51557 28 15 83925 5856 74888 5856 982 656 10835 284,"self,val=0,left=None,right=None):\n self.val =",,,,, val,,no_pattern_fired,5,0,7.370000093942508e-05,0.03519679999590153,8.099999831756577e-05
"implement fibonacci in python, no comments, only code:",spec_eval,71,1,0,1,0,198,198,none,,,,51557 28 15 83925 5856 74888 5856 982 656 10835 284 1044,",val=0,left=None,right=None):\n self.val = val",,,,,\n,,no_pattern_fired,5,0,0.00010270000348100439,0.03603730000031646,0.0001323000033153221
"implement fibonacci in python, no comments, only code:",spec_eval,72,1,0,1,0,656,656,none,,,,28 15 83925 5856 74888 5856 982 656 10835 284 1044 198,"=0,left=None,right=None):\n self.val = val\n",,,,, self,,no_pattern_fired,5,0,5.0499998906161636e-05,0.03419020000001183,0.00024419999681413174
"implement fibonacci in python, no comments, only code:",spec_eval,73,1,0,1,0,8272,8272,none,,,,15 83925 5856 74888 5856 982 656 10835 284 1044 198 656,"0,left=None,right=None):\n self.val = val\n self",,,,,.left,,no_pattern_fired,5,0,4.9700000090524554e-05,0.034326000000874046,0.00015669999993406236
"implement fibonacci in python, no comments, only code:",spec_eval,74,1,0,1,0,284,284,none,,,,83925 5856 74888 5856 982 656 10835 284 1044 198 656 8272,",left=None,right=None):\n self.val = val\n self.left",,,,, =,,no_pattern_fired,5,0,0.0001157000006060116,0.03630500000144821,0.00013719999697059393
"implement fibonacci in python, no comments, only code:",spec_eval,75,1,0,1,0,2115,2115,none,,,,5856 74888 5856 982 656 10835 284 1044 198 656 8272 284,"=None,right=None):\n self.val = val\n self.left =",,,,, left,,no_pattern_fired,5,0,8.349999552592635e-05,0.03588160000072094,0.0001340000017080456
"implement fibonacci in python, no comments, only code:",spec_eval,76,1,0,1,0,198,198,none,,,,74888 5856 982 656 10835 284 1044 198 656 8272 284 2115,",right=None):\n self.val = val\n self.left = left",,,,,\n,,no_pattern_fired,5,0,9.499999578110874e-05,0.03563579999899957,0.00019690000044647604
"implement fibonacci in python, no comments, only code:",spec_eval,77,1,0,1,0,656,656,none,,,,5856 982 656 10835 284 1044 198 656 8272 284 2115 198,=None):\n self.val = val\n self.left = left\n,,,,, self,,no_pattern_fired,5,0,7.059999916236848e-05,0.03533860000607092,0.00012630000128410757
"implement fibonacci in python, no comments, only code:",spec_eval,78,1,0,1,0,9517,9517,none,,,,982 656 10835 284 1044 198 656 8272 284 2115 198 656,):\n self.val = val\n self.left = left\n self,,,,,.right,,no_pattern_fired,5,0,4.720000288216397e-05,0.035143900000548456,0.00010629999451339245
"implement fibonacci in python, no comments, only code:",spec_eval,79,1,0,1,0,284,284,none,,,,656 10835 284 1044 198 656 8272 284 2115 198 656 9517, self.val = val\n self.left = left\n self.right,,,,, =,,no_pattern_fired,5,0,7.620000542374328e-05,0.03622460000042338,0.00016670000331941992
"implement fibonacci in python, no comments, only code:",spec_eval,80,1,0,1,0,1290,1290,none,,,,10835 284 1044 198 656 8272 284 2115 198 656 9517 284,.val = val\n self.left = left\n self.right =,,,,, right,,no_pattern_fired,5,0,9.839999984251335e-05,0.035713099998247344,8.499999967170879e-05
"implement fibonacci in python, no comments, only code:",spec_eval,81,1,0,1,0,271,271,none,,,,284 1044 198 656 8272 284 2115 198 656 9517 284 1290, = val\n self.left = left\n self.right = right,,,,,\n\n,,no_pattern_fired,5,0,7.280000136233866e-05,0.03571859999647131,0.00019969999993918464
"implement fibonacci in python, no comments, only code:",spec_eval,82,1,0,1,0,750,750,none,,,,1044 198 656 8272 284 2115 198 656 9517 284 1290 271, val\n self.left = left\n self.right = right\n\n,,,,,def,,no_pattern_fired,5,0,5.980000423733145e-05,0.03435009999520844,8.739999611862004e-05
"implement fibonacci in python, no comments, only code:",spec_eval,83,1,0,1,0,374,374,none,,,,198 656 8272 284 2115 198 656 9517 284 1290 271 750,\n self.left = left\n self.right = right\n\ndef,,,,, is,,no_pattern_fired,5,0,5.699999746866524e-05,0.03441780000139261,9.689999569673091e-05
"implement fibonacci in python, no comments, only code:",spec_eval,84,1,0,1,0,56441,56441,none,,,,656 8272 284 2115 198 656 9517 284 1290 271 750 374, self.left = left\n self.right = right\n\ndef is,,,,,_bal,,no_pattern_fired,5,0,4.6600005589425564e-05,0.035327899997355416,8.53000019560568e-05
"implement fibonacci in python, no comments, only code:",spec_eval,85,1,0,1,0,4874,4874,none,,,,8272 284 2115 198 656 9517 284 1290 271 750 374 56441,.left = left\n self.right = right\n\ndef is_bal,,,,,anced,,no_pattern_fired,5,0,0.00019299999985378236,0.03709749999688938,9.200000204145908e-05
"implement fibonacci in python, no comments, only code:",spec_eval,86,1,0,1,0,9206,9206,none,,,,284 2115 198 656 9517 284 1290 271 750 374 56441 4874, = left\n self.right = right\n\ndef is_balanced,,,,,(root,,no_pattern_fired,5,0,8.430000161752105e-05,0.03455679999751737,9.090000094147399e-05
"implement fibonacci in python, no comments, only code:",spec_eval,87,1,0,1,0,982,982,none,,,,2115 198 656 9517 284 1290 271 750 374 56441 4874 9206, left\n self.right = right\n\ndef is_balanced(root,,,,,):\n,,no_pattern_fired,5,0,0.00011750000703614205,0.03591669999877922,9.510000381851569e-05
"implement fibonacci in python, no comments, only code:",spec_eval,88,1,1,1,0,470,470,syntax_indent,syntax_indent,0.980,999,198 656 9517 284 1290 271 750 374 56441 4874 9206 982,\n self.right = right\n\ndef is_balanced(root):\n,262,   ,470, return, return,0,draft_token_mismatch,6,0,0.0001497999983257614,0.08022119999805,0.00019570000586099923
