prompt,kind,pos,pending,draft,accepted_batch,accepted_draft,bonus,next_model_id,tier,rule_chain,rule_conf,rule_support,ctx_tail_ids,ctx_tail_text,draft_ids,draft_text,model_draft_ids,model_draft_text,next_model_text,mismatch_at,why,rule_strikes,draft_mistakes,passes_saved_est,pattern_s,decode_s,verify_s
"implement fibbanoci in python, no comments, only code:",spec_eval,57,1,0,1,0,1445,1445,none,,,,707 282 1445 1648 470 308 421 308 27 17 770 282, def f(n): return n if n<2 else f,,,,,(n,,no_pattern_fired,0,0,0,0.00010379999730503187,0.025017600004503038,8.149999484885484e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,58,1,0,1,0,12,12,none,,,,282 1445 1648 470 308 421 308 27 17 770 282 1445, f(n): return n if n<2 else f(n,,,,,-,,no_pattern_fired,0,0,0,9.859999408945441e-05,0.02542130000074394,8.229999366449192e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,59,1,1,2,1,7257,7257,syntax_minus_one,syntax_minus_one,0.930,999,1445 1648 470 308 421 308 27 17 770 282 1445 12,(n): return n if n<2 else f(n-,16,1,16,1,)+,,draft_accepted,0,0,1,0.00016039999900385737,0.027004499999748077,0.0001441000058548525
"implement fibbanoci in python, no comments, only code:",spec_eval,61,1,0,1,0,69,69,none,,,,470 308 421 308 27 17 770 282 1445 12 16 7257, return n if n<2 else f(n-1)+,,,,,f,,no_pattern_fired,0,0,0,8.97999998414889e-05,0.026497699996980373,7.579999510198832e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,62,1,0,1,0,1445,1445,none,,,,308 421 308 27 17 770 282 1445 12 16 7257 69, n if n<2 else f(n-1)+f,,,,,(n,,no_pattern_fired,0,0,0,9.819999831961468e-05,0.026217399994493462,9.040000441018492e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,63,1,0,1,0,12,12,none,,,,421 308 27 17 770 282 1445 12 16 7257 69 1445, if n<2 else f(n-1)+f(n,,,,,-,,no_pattern_fired,0,0,0,0.00010109999857377261,0.02496140000585001,6.179999763844535e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,64,1,1,2,1,8,8,syntax_fib_n_minus_two,syntax_fib_n_minus_two,1.000,999,308 27 17 770 282 1445 12 16 7257 69 1445 12, n<2 else f(n-1)+f(n-,17,2,17,2,),,draft_accepted,0,0,1,0.00013970000145491213,0.02753080000547925,0.0001762000028975308
"implement fibbanoci in python, no comments, only code:",spec_eval,66,1,0,1,0,2014,2014,none,,,,17 770 282 1445 12 16 7257 69 1445 12 17 8,2 else f(n-1)+f(n-2),,,,, To,,no_pattern_fired,0,0,0,9.339999814983457e-05,0.026587800006382167,8.519999391864985e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,67,1,0,1,0,25,25,none,,,,770 282 1445 12 16 7257 69 1445 12 17 8 2014, else f(n-1)+f(n-2) To,,,,,:,,no_pattern_fired,0,0,0,0.00012710000009974465,0.025788599996303674,8.240000170189887e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,68,1,0,1,0,707,707,none,,,,282 1445 12 16 7257 69 1445 12 17 8 2014 25, f(n-1)+f(n-2) To:,,,,, def,,no_pattern_fired,0,0,0,8.879999950295314e-05,0.025077300000702962,7.170000026235357e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,69,1,0,1,0,282,282,none,,,,1445 12 16 7257 69 1445 12 17 8 2014 25 707,(n-1)+f(n-2) To: def,,,,, f,,no_pattern_fired,0,0,0,9.890000364976004e-05,0.025306900002760813,6.489999941550195e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,70,1,0,1,0,1445,1445,none,,,,12 16 7257 69 1445 12 17 8 2014 25 707 282,-1)+f(n-2) To: def f,,,,,(n,,no_pattern_fired,0,0,0,0.00010550000297371298,0.025386199995409697,9.420000424142927e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,71,1,0,1,0,11,11,none,,,,16 7257 69 1445 12 17 8 2014 25 707 282 1445,1)+f(n-2) To: def f(n,,,,,",",,no_pattern_fired,0,0,0,0.0001033000007737428,0.0253147000039462,0.00011339999764459208
"implement fibbanoci in python, no comments, only code:",spec_eval,72,1,0,1,0,21438,21438,none,,,,7257 69 1445 12 17 8 2014 25 707 282 1445 11,")+f(n-2) To: def f(n,",,,,, memo,,no_pattern_fired,0,0,0,0.00012150000111432746,0.025592400001187343,7.729999924777076e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,73,1,0,1,0,68085,68085,none,,,,69 1445 12 17 8 2014 25 707 282 1445 11 21438,"f(n-2) To: def f(n, memo",,,,,={},,no_pattern_fired,0,0,0,9.509999654255807e-05,0.02544520000083139,7.469999400200322e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,74,1,0,1,0,1648,1648,none,,,,1445 12 17 8 2014 25 707 282 1445 11 21438 68085,"(n-2) To: def f(n, memo={}",,,,,):,,no_pattern_fired,0,0,0,0.00010699999984353781,0.02505119999841554,9.069999941857532e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,75,1,0,1,0,421,421,none,,,,12 17 8 2014 25 707 282 1445 11 21438 68085 1648,"-2) To: def f(n, memo={}):",,,,, if,,no_pattern_fired,0,0,0,0.0001205000007757917,0.02500030000373954,6.829999620094895e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,76,1,0,1,0,308,308,none,,,,17 8 2014 25 707 282 1445 11 21438 68085 1648 421,"2) To: def f(n, memo={}): if",,,,, n,,no_pattern_fired,0,0,0,0.00010679999832063913,0.02501710000069579,8.099999831756577e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,77,1,0,1,0,304,304,none,,,,8 2014 25 707 282 1445 11 21438 68085 1648 421 308,") To: def f(n, memo={}): if n",,,,, in,,no_pattern_fired,0,0,0,9.449999924981967e-05,0.025190300002577715,9.7999996796716e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,78,1,0,1,0,21438,21438,none,,,,2014 25 707 282 1445 11 21438 68085 1648 421 308 304," To: def f(n, memo={}): if n in",,,,, memo,,no_pattern_fired,0,0,0,0.00012209999840706587,0.025345399997604545,6.399999983841553e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,79,1,0,1,0,25,25,none,,,,25 707 282 1445 11 21438 68085 1648 421 308 304 21438,": def f(n, memo={}): if n in memo",,,,,:,,no_pattern_fired,0,0,0,0.0001021999996737577,0.02558780000254046,6.679999933112413e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,80,1,0,1,0,470,470,none,,,,707 282 1445 11 21438 68085 1648 421 308 304 21438 25," def f(n, memo={}): if n in memo:",,,,, return,,no_pattern_fired,0,0,0,8.800000068731606e-05,0.02549840000574477,0.00010029999975813553
"implement fibbanoci in python, no comments, only code:",spec_eval,81,1,0,1,0,21438,21438,none,,,,282 1445 11 21438 68085 1648 421 308 304 21438 25 470," f(n, memo={}): if n in memo: return",,,,, memo,,no_pattern_fired,0,0,0,0.00013110000145388767,0.025153599999612197,6.27999979769811e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,82,1,0,1,0,7669,7669,none,,,,1445 11 21438 68085 1648 421 308 304 21438 25 470 21438,"(n, memo={}): if n in memo: return memo",,,,,[n,,no_pattern_fired,0,0,0,0.0001024999946821481,0.025047299997822847,8.069999603321776e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,83,1,0,1,0,60,60,none,,,,11 21438 68085 1648 421 308 304 21438 25 470 21438 7669,", memo={}): if n in memo: return memo[n",,,,,],,no_pattern_fired,0,0,0,0.00011380000069038942,0.025112200004514307,8.769999840296805e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,84,1,0,1,0,421,421,none,,,,21438 68085 1648 421 308 304 21438 25 470 21438 7669 60, memo={}): if n in memo: return memo[n],,,,, if,,no_pattern_fired,0,0,0,0.0001269000058528036,0.025689499998406973,7.670000195503235e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,85,1,0,1,0,308,308,none,,,,68085 1648 421 308 304 21438 25 470 21438 7669 60 421,={}): if n in memo: return memo[n] if,,,,, n,,no_pattern_fired,0,0,0,8.969999908003956e-05,0.025296300002082717,7.919999916339293e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,86,1,0,1,0,27,27,none,,,,1648 421 308 304 21438 25 470 21438 7669 60 421 308,): if n in memo: return memo[n] if n,,,,,<,,no_pattern_fired,0,0,0,9.150000551017001e-05,0.025044900001375936,0.0001711999939288944
"implement fibbanoci in python, no comments, only code:",spec_eval,87,1,0,1,0,17,17,none,,,,421 308 304 21438 25 470 21438 7669 60 421 308 27, if n in memo: return memo[n] if n<,,,,,2,,no_pattern_fired,0,0,0,0.00014509999891743064,0.025185099999362137,8.86999987415038e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,88,1,0,1,0,25,25,none,,,,308 304 21438 25 470 21438 7669 60 421 308 27 17, n in memo: return memo[n] if n<2,,,,,:,,no_pattern_fired,0,0,0,8.510000043315813e-05,0.02545280000049388,6.059999577701092e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,89,1,0,1,0,470,470,none,,,,304 21438 25 470 21438 7669 60 421 308 27 17 25, in memo: return memo[n] if n<2:,,,,, return,,no_pattern_fired,0,0,0,9.770000178832561e-05,0.025402600003872067,9.599999611964449e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,90,1,0,1,0,308,308,none,,,,21438 25 470 21438 7669 60 421 308 27 17 25 470, memo: return memo[n] if n<2: return,,,,, n,,no_pattern_fired,0,0,0,0.0015722999960416928,0.025417699995159637,8.600000001024455e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,91,1,0,1,0,770,770,none,,,,25 470 21438 7669 60 421 308 27 17 25 470 308,: return memo[n] if n<2: return n,,,,, else,,no_pattern_fired,0,0,0,0.00013169999874662608,0.025493299996014684,9.600000339560211e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,92,1,0,1,0,25,25,none,,,,470 21438 7669 60 421 308 27 17 25 470 308 770, return memo[n] if n<2: return n else,,,,,:,,no_pattern_fired,0,0,0,0.00011520000407472253,0.026136100001167506,7.669999467907473e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,93,1,0,1,0,21438,21438,none,,,,21438 7669 60 421 308 27 17 25 470 308 770 25, memo[n] if n<2: return n else:,,,,, memo,,no_pattern_fired,0,0,0,9.610000415705144e-05,0.025217499998689163,7.960000220919028e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,94,1,0,1,0,7669,7669,none,,,,7669 60 421 308 27 17 25 470 308 770 25 21438,[n] if n<2: return n else: memo,,,,,[n,,no_pattern_fired,0,0,0,8.969999908003956e-05,0.024961199997051153,6.189999839989468e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,95,1,0,1,0,60,60,none,,,,60 421 308 27 17 25 470 308 770 25 21438 7669,] if n<2: return n else: memo[n,,,,,],,no_pattern_fired,0,0,0,0.00010849999671336263,0.025033000005350914,6.900000153109431e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,96,1,0,1,0,284,284,none,,,,421 308 27 17 25 470 308 770 25 21438 7669 60, if n<2: return n else: memo[n],,,,, =,,no_pattern_fired,0,0,0,9.020000288728625e-05,0.025154499999189284,0.0001292000015382655
"implement fibbanoci in python, no comments, only code:",spec_eval,97,1,0,1,0,282,282,none,,,,308 27 17 25 470 308 770 25 21438 7669 60 284, n<2: return n else: memo[n] =,,,,, f,,no_pattern_fired,0,0,0,0.00013239999680081382,0.02525180000520777,9.289999434258789e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,98,1,0,1,0,1445,1445,none,,,,27 17 25 470 308 770 25 21438 7669 60 284 282,<2: return n else: memo[n] = f,,,,,(n,,no_pattern_fired,0,0,0,0.00010110000584973022,0.025211799998942297,7.719999848632142e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,99,1,0,1,0,12,12,none,,,,17 25 470 308 770 25 21438 7669 60 284 282 1445,2: return n else: memo[n] = f(n,,,,,-,,no_pattern_fired,0,0,0,2.0000006770715117e-06,0.025165700004436076,8.070000330917537e-05
"implement BST in python ,only code,no comments ",spec_eval,1,1,0,1,0,12669,12669,none,,,,94474 43541 304 10135 1154 3243 2038 84198 6042 220 54275,"implement BST in python ,only code,no comments  ```",,,,,python,,no_pattern_fired,0,0,0,1.7400001524947584e-05,0.02641050000238465,7.339999865507707e-05
"implement BST in python ,only code,no comments ",spec_eval,2,1,0,1,0,198,198,none,,,,94474 43541 304 10135 1154 3243 2038 84198 6042 220 54275 12669,"implement BST in python ,only code,no comments  ```python",,,,,\n,,no_pattern_fired,0,0,0,6.790000043110922e-05,0.026274899995769374,6.67000058456324e-05
"implement BST in python ,only code,no comments ",spec_eval,3,1,1,2,1,6018,6018,syntax_code_fence_class,syntax_code_fence_class,0.900,999,43541 304 10135 1154 3243 2038 84198 6042 220 54275 12669 198," BST in python ,only code,no comments  ```python\n",1040,class,1040,class, Node,,draft_accepted,0,0,1,6.130000110715628e-05,0.02687329999753274,0.00011999999696854502
"implement BST in python ,only code,no comments ",spec_eval,5,1,8,9,8,1376,1376,det_ctx4,det_ctx4|syntax_indent|det_ctx5|det_ctx7|syntax_dunder_init|syntax_dunder_paren|syntax_dunder_self|det_ctx8,1.000|0.980|1.000|1.000|1.000|1.000|1.000|1.000,5|999|5|5|999|999|999|6,10135 1154 3243 2038 84198 6042 220 54275 12669 198 1040 6018," python ,only code,no comments  ```python\nclass Node",510 262 707 1304 2327 3804 721 11,":\n    def __init__(self,",510 262 707 1304 2327 3804 721 11,":\n    def __init__(self,", key,,draft_accepted,0,0,8,0.00018390000332146883,0.03301379999902565,0.00038279999716905877
"implement BST in python ,only code,no comments ",spec_eval,14,1,3,4,3,8272,8272,det_ctx8,det_ctx8|syntax_indent|det_ctx8,1.000|0.980|1.000,2|999|2,198 1040 6018 510 262 707 1304 2327 3804 721 11 1376,"\nclass Node:\n    def __init__(self, key",982 286 656,):\n        self,982 286 656,):\n        self,.left,,draft_accepted,0,0,3,0.00010489999840501696,0.0293145999967237,0.00022390000231098384
"implement BST in python ,only code,no comments ",spec_eval,18,1,1,2,1,2240,2240,strong_ctx8,strong_ctx8,1.000,1,262 707 1304 2327 3804 721 11 1376 982 286 656 8272,"    def __init__(self, key):\n        self.left",284, =,284, =, None,,draft_accepted,0,0,1,8.580000576330349e-05,0.02688779999880353,0.0001247000036528334
"implement BST in python ,only code,no comments ",spec_eval,20,1,1,2,1,286,286,strong_ctx8,strong_ctx8,1.000,1,1304 2327 3804 721 11 1376 982 286 656 8272 284 2240," __init__(self, key):\n        self.left = None",198,\n,198,\n,       ,,draft_accepted,0,0,1,7.780000305501744e-05,0.027566800003114622,0.0001218999968841672
"implement BST in python ,only code,no comments ",spec_eval,22,1,7,8,7,10835,10835,strong_ctx8,strong_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8,1.000|1.000|1.000|1.000|1.000|1.000|1.000,1|2|2|2|2|2|2,3804 721 11 1376 982 286 656 8272 284 2240 198 286,"__(self, key):\n        self.left = None\n       ",656 9517 284 2240 198 286 656, self.right = None\n        self,656 9517 284 2240 198 286 656, self.right = None\n        self,.val,,draft_accepted,0,0,7,0.00018909999926108867,0.049336899995978456,0.0004197000016574748
"implement BST in python ,only code,no comments ",spec_eval,30,1,1,2,1,1376,1376,strong_ctx8,strong_ctx8,1.000,1,284 2240 198 286 656 9517 284 2240 198 286 656 10835, = None\n        self.right = None\n        self.val,284, =,284, =, key,,draft_accepted,0,0,1,8.350000280188397e-05,0.02769080000143731,0.00014209999790182337
"implement BST in python ,only code,no comments ",spec_eval,32,1,1,2,1,1040,1040,strong_ctx8,strong_ctx8,1.000,1,198 286 656 9517 284 2240 198 286 656 10835 284 1376,\n        self.right = None\n        self.val = key,271,\n\n,271,\n\n,class,,draft_accepted,0,0,1,8.22000001790002e-05,0.026922299999569077,0.00013760000001639128
"implement BST in python ,only code,no comments ",spec_eval,34,1,0,1,0,43541,43541,none,,,,656 9517 284 2240 198 286 656 10835 284 1376 271 1040, self.right = None\n        self.val = key\n\nclass,,,,, BST,,no_pattern_fired,0,0,0,4.829999670619145e-05,0.026356199996371288,6.10999995842576e-05
"implement BST in python ,only code,no comments ",spec_eval,35,1,0,1,0,510,510,none,,,,9517 284 2240 198 286 656 10835 284 1376 271 1040 43541,.right = None\n        self.val = key\n\nclass BST,,,,,:\n,,no_pattern_fired,0,0,0,4.939999780617654e-05,0.02696950000245124,7.570000161649659e-05
"implement BST in python ,only code,no comments ",spec_eval,36,1,1,2,1,707,707,syntax_indent,syntax_indent,0.980,999,284 2240 198 286 656 10835 284 1376 271 1040 43541 510, = None\n        self.val = key\n\nclass BST:\n,262,   ,262,   , def,,draft_accepted,0,0,1,7.480000203941017e-05,0.027299699999275617,0.00014350000128615648
"implement BST in python ,only code,no comments ",spec_eval,38,1,0,1,0,1304,1304,none,,,,198 286 656 10835 284 1376 271 1040 43541 510 262 707,\n        self.val = key\n\nclass BST:\n    def,,,,, __,,no_pattern_fired,0,0,0,5.360000068321824e-05,0.02638200000365032,6.690000009257346e-05
"implement BST in python ,only code,no comments ",spec_eval,39,1,3,4,3,982,982,syntax_dunder_init,syntax_dunder_init|syntax_dunder_paren|syntax_dunder_self,1.000|1.000|1.000,999|999|999,286 656 10835 284 1376 271 1040 43541 510 262 707 1304,        self.val = key\n\nclass BST:\n    def __,2327 3804 721,init__(self,2327 3804 721,init__(self,):\n,,draft_accepted,0,0,3,0.00011660000018309802,0.02951770000072429,0.0001936999979079701
"implement BST in python ,only code,no comments ",spec_eval,43,1,2,3,2,12576,12576,syntax_indent,syntax_indent|det_ctx8,0.980|1.000,999|11,1376 271 1040 43541 510 262 707 1304 2327 3804 721 982, key\n\nclass BST:\n    def __init__(self):\n,286 656,        self,286 656,        self,.root,,draft_accepted,0,0,2,8.610000077169389e-05,0.02741970000352012,0.00019180000526830554
"implement BST in python ,only code,no comments ",spec_eval,46,1,1,2,1,2240,2240,strong_ctx8,strong_ctx8,1.000,1,43541 510 262 707 1304 2327 3804 721 982 286 656 12576, BST:\n    def __init__(self):\n        self.root,284, =,284, =, None,,draft_accepted,0,0,1,0.00010209999891230837,0.02728610000485787,0.00012080000306013972
