prompt,kind,pos,pending,draft,accepted_batch,accepted_draft,bonus,next_model_id,tier,rule_chain,rule_conf,rule_support,ctx_tail_ids,ctx_tail_text,draft_ids,draft_text,model_draft_ids,model_draft_text,next_model_text,mismatch_at,why,rule_strikes,draft_mistakes,decode_s,verify_s
"implement fibbanoci in python, no comments, only code:",spec_eval,67,1,0,1,0,25,25,none,,,,770 282 1445 12 16 7257 69 1445 12 17 8 2014, else f(n-1)+f(n-2) To,,,,,:,,no_pattern_fired,0,0,0.02571449999959441,7.189999814727344e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,68,1,0,1,0,707,707,none,,,,282 1445 12 16 7257 69 1445 12 17 8 2014 25, f(n-1)+f(n-2) To:,,,,, def,,no_pattern_fired,0,0,0.02497580000272137,9.499999941908754e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,69,1,0,1,0,282,282,none,,,,1445 12 16 7257 69 1445 12 17 8 2014 25 707,(n-1)+f(n-2) To: def,,,,, f,,no_pattern_fired,0,0,0.025511600000754697,6.130000110715628e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,70,1,0,1,0,1445,1445,none,,,,12 16 7257 69 1445 12 17 8 2014 25 707 282,-1)+f(n-2) To: def f,,,,,(n,,no_pattern_fired,0,0,0.025159100001474144,6.420000136131421e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,71,1,0,1,0,11,11,none,,,,16 7257 69 1445 12 17 8 2014 25 707 282 1445,1)+f(n-2) To: def f(n,,,,,",",,no_pattern_fired,0,0,0.025080999999772757,7.539999933214858e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,72,1,0,1,0,21438,21438,none,,,,7257 69 1445 12 17 8 2014 25 707 282 1445 11,")+f(n-2) To: def f(n,",,,,, memo,,no_pattern_fired,0,0,0.025359800001751864,7.379999806289561e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,73,1,0,1,0,68085,68085,none,,,,69 1445 12 17 8 2014 25 707 282 1445 11 21438,"f(n-2) To: def f(n, memo",,,,,={},,no_pattern_fired,0,0,0.02566060000026482,7.820000246283598e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,74,1,0,1,0,1648,1648,none,,,,1445 12 17 8 2014 25 707 282 1445 11 21438 68085,"(n-2) To: def f(n, memo={}",,,,,):,,no_pattern_fired,0,0,0.02568990000145277,6.829999983892776e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,75,1,0,1,0,421,421,none,,,,12 17 8 2014 25 707 282 1445 11 21438 68085 1648,"-2) To: def f(n, memo={}):",,,,, if,,no_pattern_fired,0,0,0.025478499999735504,6.159999975352548e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,76,1,0,1,0,308,308,none,,,,17 8 2014 25 707 282 1445 11 21438 68085 1648 421,"2) To: def f(n, memo={}): if",,,,, n,,no_pattern_fired,0,0,0.0255010000000766,6.809999831602909e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,77,1,0,1,0,304,304,none,,,,8 2014 25 707 282 1445 11 21438 68085 1648 421 308,") To: def f(n, memo={}): if n",,,,, in,,no_pattern_fired,0,0,0.025546599998051533,9.359999967273325e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,78,1,0,1,0,21438,21438,none,,,,2014 25 707 282 1445 11 21438 68085 1648 421 308 304," To: def f(n, memo={}): if n in",,,,, memo,,no_pattern_fired,0,0,0.025568299999576993,7.980000009411015e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,79,1,0,1,0,25,25,none,,,,25 707 282 1445 11 21438 68085 1648 421 308 304 21438,": def f(n, memo={}): if n in memo",,,,,:,,no_pattern_fired,0,0,0.025195900001563132,6.619999840040691e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,80,1,0,1,0,470,470,none,,,,707 282 1445 11 21438 68085 1648 421 308 304 21438 25," def f(n, memo={}): if n in memo:",,,,, return,,no_pattern_fired,0,0,0.025724900002387585,6.940000093891285e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,81,1,0,1,0,21438,21438,none,,,,282 1445 11 21438 68085 1648 421 308 304 21438 25 470," f(n, memo={}): if n in memo: return",,,,, memo,,no_pattern_fired,0,0,0.025004099999932805,9.520000094198622e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,82,1,0,1,0,7669,7669,none,,,,1445 11 21438 68085 1648 421 308 304 21438 25 470 21438,"(n, memo={}): if n in memo: return memo",,,,,[n,,no_pattern_fired,0,0,0.025069199997233227,6.239999856916256e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,83,1,0,1,0,60,60,none,,,,11 21438 68085 1648 421 308 304 21438 25 470 21438 7669,", memo={}): if n in memo: return memo[n",,,,,],,no_pattern_fired,0,0,0.024998600001708837,7.200000254670158e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,84,1,0,1,0,421,421,none,,,,21438 68085 1648 421 308 304 21438 25 470 21438 7669 60, memo={}): if n in memo: return memo[n],,,,, if,,no_pattern_fired,0,0,0.02511629999935394,7.6299998909235e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,85,1,0,1,0,308,308,none,,,,68085 1648 421 308 304 21438 25 470 21438 7669 60 421,={}): if n in memo: return memo[n] if,,,,, n,,no_pattern_fired,0,0,0.025398999998287763,9.270000009564683e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,86,1,0,1,0,27,27,none,,,,1648 421 308 304 21438 25 470 21438 7669 60 421 308,): if n in memo: return memo[n] if n,,,,,<,,no_pattern_fired,0,0,0.0256706000000122,6.509999730042182e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,87,1,0,1,0,17,17,none,,,,421 308 304 21438 25 470 21438 7669 60 421 308 27, if n in memo: return memo[n] if n<,,,,,2,,no_pattern_fired,0,0,0.025555199998052558,0.00017880000086734071
"implement fibbanoci in python, no comments, only code:",spec_eval,88,1,0,1,0,25,25,none,,,,308 304 21438 25 470 21438 7669 60 421 308 27 17, n in memo: return memo[n] if n<2,,,,,:,,no_pattern_fired,0,0,0.025531699997372925,7.65999975556042e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,89,1,0,1,0,470,470,none,,,,304 21438 25 470 21438 7669 60 421 308 27 17 25, in memo: return memo[n] if n<2:,,,,, return,,no_pattern_fired,0,0,0.025410999998712214,9.900000077323057e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,90,1,0,1,0,308,308,none,,,,21438 25 470 21438 7669 60 421 308 27 17 25 470, memo: return memo[n] if n<2: return,,,,, n,,no_pattern_fired,0,0,0.02575070000239066,6.740000026184134e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,91,1,0,1,0,770,770,none,,,,25 470 21438 7669 60 421 308 27 17 25 470 308,: return memo[n] if n<2: return n,,,,, else,,no_pattern_fired,0,0,0.025403399999049725,7.810000170138665e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,92,1,0,1,0,25,25,none,,,,470 21438 7669 60 421 308 27 17 25 470 308 770, return memo[n] if n<2: return n else,,,,,:,,no_pattern_fired,0,0,0.02516770000147517,6.500000017695129e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,93,1,0,1,0,21438,21438,none,,,,21438 7669 60 421 308 27 17 25 470 308 770 25, memo[n] if n<2: return n else:,,,,, memo,,no_pattern_fired,0,0,0.02510699999766075,7.310000000870787e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,94,1,0,1,0,7669,7669,none,,,,7669 60 421 308 27 17 25 470 308 770 25 21438,[n] if n<2: return n else: memo,,,,,[n,,no_pattern_fired,0,0,0.025160500001220498,0.0001472000003559515
"implement fibbanoci in python, no comments, only code:",spec_eval,95,1,0,1,0,60,60,none,,,,60 421 308 27 17 25 470 308 770 25 21438 7669,] if n<2: return n else: memo[n,,,,,],,no_pattern_fired,0,0,0.025630899999669055,8.100000195554458e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,96,1,0,1,0,284,284,none,,,,421 308 27 17 25 470 308 770 25 21438 7669 60, if n<2: return n else: memo[n],,,,, =,,no_pattern_fired,0,0,0.02555969999957597,8.309999975608662e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,97,1,0,1,0,282,282,none,,,,308 27 17 25 470 308 770 25 21438 7669 60 284, n<2: return n else: memo[n] =,,,,, f,,no_pattern_fired,0,0,0.02541909999854397,8.999999772640876e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,98,1,0,1,0,1445,1445,none,,,,27 17 25 470 308 770 25 21438 7669 60 284 282,<2: return n else: memo[n] = f,,,,,(n,,no_pattern_fired,0,0,0.02563650000229245,7.620000178576447e-05
"implement fibbanoci in python, no comments, only code:",spec_eval,99,1,0,1,0,12,12,none,,,,17 25 470 308 770 25 21438 7669 60 284 282 1445,2: return n else: memo[n] = f(n,,,,,-,,no_pattern_fired,0,0,0.025014499999088002,8.449999950244091e-05
"implement BST in python ,only code,no comments ",spec_eval,1,1,0,1,0,12669,12669,none,,,,94474 43541 304 10135 1154 3243 2038 84198 6042 220 54275,"implement BST in python ,only code,no comments  ```",,,,,python,,no_pattern_fired,0,0,0.026611099998262944,7.109999933163635e-05
"implement BST in python ,only code,no comments ",spec_eval,2,1,0,1,0,198,198,none,,,,94474 43541 304 10135 1154 3243 2038 84198 6042 220 54275 12669,"implement BST in python ,only code,no comments  ```python",,,,,\n,,no_pattern_fired,0,0,0.026618300002155593,9.370000043418258e-05
"implement BST in python ,only code,no comments ",spec_eval,3,1,1,2,1,6018,6018,syntax_code_fence_class,syntax_code_fence_class,0.900,999,43541 304 10135 1154 3243 2038 84198 6042 220 54275 12669 198," BST in python ,only code,no comments  ```python\n",1040,class,1040,class, Node,,draft_accepted,0,0,0.027447000000393018,0.00015550000171060674
"implement BST in python ,only code,no comments ",spec_eval,5,1,8,9,8,1376,1376,det_ctx4,det_ctx4|syntax_indent|det_ctx5|det_ctx7|syntax_dunder_init|syntax_dunder_paren|syntax_dunder_self|det_ctx8,1.000|0.980|1.000|1.000|1.000|1.000|1.000|1.000,5|999|5|5|999|999|999|6,10135 1154 3243 2038 84198 6042 220 54275 12669 198 1040 6018," python ,only code,no comments  ```python\nclass Node",510 262 707 1304 2327 3804 721 11,":\n    def __init__(self,",510 262 707 1304 2327 3804 721 11,":\n    def __init__(self,", key,,draft_accepted,0,0,0.03347779999967315,0.00041169999894918874
"implement BST in python ,only code,no comments ",spec_eval,14,1,3,4,3,8272,8272,det_ctx8,det_ctx8|syntax_indent|det_ctx8,1.000|0.980|1.000,2|999|2,198 1040 6018 510 262 707 1304 2327 3804 721 11 1376,"\nclass Node:\n    def __init__(self, key",982 286 656,):\n        self,982 286 656,):\n        self,.left,,draft_accepted,0,0,0.029974499997479143,0.0001996000028157141
"implement BST in python ,only code,no comments ",spec_eval,18,1,1,2,1,2240,2240,strong_ctx8,strong_ctx8,1.000,1,262 707 1304 2327 3804 721 11 1376 982 286 656 8272,"    def __init__(self, key):\n        self.left",284, =,284, =, None,,draft_accepted,0,0,0.027308099997753743,0.00011749999976018444
"implement BST in python ,only code,no comments ",spec_eval,20,1,1,2,1,286,286,strong_ctx8,strong_ctx8,1.000,1,1304 2327 3804 721 11 1376 982 286 656 8272 284 2240," __init__(self, key):\n        self.left = None",198,\n,198,\n,       ,,draft_accepted,0,0,0.027821199997561052,0.00011509999967529438
"implement BST in python ,only code,no comments ",spec_eval,22,1,7,8,7,10835,10835,strong_ctx8,strong_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8,1.000|1.000|1.000|1.000|1.000|1.000|1.000,1|2|2|2|2|2|2,3804 721 11 1376 982 286 656 8272 284 2240 198 286,"__(self, key):\n        self.left = None\n       ",656 9517 284 2240 198 286 656, self.right = None\n        self,656 9517 284 2240 198 286 656, self.right = None\n        self,.val,,draft_accepted,0,0,0.05014919999666745,0.00037460000021383166
"implement BST in python ,only code,no comments ",spec_eval,30,1,1,2,1,1376,1376,strong_ctx8,strong_ctx8,1.000,1,284 2240 198 286 656 9517 284 2240 198 286 656 10835, = None\n        self.right = None\n        self.val,284, =,284, =, key,,draft_accepted,0,0,0.027590099998633377,0.0001159999992523808
"implement BST in python ,only code,no comments ",spec_eval,32,1,1,2,1,1040,1040,strong_ctx8,strong_ctx8,1.000,1,198 286 656 9517 284 2240 198 286 656 10835 284 1376,\n        self.right = None\n        self.val = key,271,\n\n,271,\n\n,class,,draft_accepted,0,0,0.026589500001136912,0.00011660000018309802
"implement BST in python ,only code,no comments ",spec_eval,34,1,0,1,0,43541,43541,none,,,,656 9517 284 2240 198 286 656 10835 284 1376 271 1040, self.right = None\n        self.val = key\n\nclass,,,,, BST,,no_pattern_fired,0,0,0.026358999999501975,6.7299999500392e-05
"implement BST in python ,only code,no comments ",spec_eval,35,1,0,1,0,510,510,none,,,,9517 284 2240 198 286 656 10835 284 1376 271 1040 43541,.right = None\n        self.val = key\n\nclass BST,,,,,:\n,,no_pattern_fired,0,0,0.026973399999405956,9.420000060345046e-05
"implement BST in python ,only code,no comments ",spec_eval,36,1,1,2,1,707,707,syntax_indent,syntax_indent,0.980,999,284 2240 198 286 656 10835 284 1376 271 1040 43541 510, = None\n        self.val = key\n\nclass BST:\n,262,   ,262,   , def,,draft_accepted,0,0,0.02719280000019353,0.000112900001113303
"implement BST in python ,only code,no comments ",spec_eval,38,1,0,1,0,1304,1304,none,,,,198 286 656 10835 284 1376 271 1040 43541 510 262 707,\n        self.val = key\n\nclass BST:\n    def,,,,, __,,no_pattern_fired,0,0,0.026568999997834908,9.359999967273325e-05
"implement BST in python ,only code,no comments ",spec_eval,39,1,3,4,3,982,982,syntax_dunder_init,syntax_dunder_init|syntax_dunder_paren|syntax_dunder_self,1.000|1.000|1.000,999|999|999,286 656 10835 284 1376 271 1040 43541 510 262 707 1304,        self.val = key\n\nclass BST:\n    def __,2327 3804 721,init__(self,2327 3804 721,init__(self,):\n,,draft_accepted,0,0,0.02984890000152518,0.00020489999951678328
"implement BST in python ,only code,no comments ",spec_eval,43,1,2,3,2,12576,12576,syntax_indent,syntax_indent|det_ctx8,0.980|1.000,999|11,1376 271 1040 43541 510 262 707 1304 2327 3804 721 982, key\n\nclass BST:\n    def __init__(self):\n,286 656,        self,286 656,        self,.root,,draft_accepted,0,0,0.027641000000585336,0.0001694999991741497
"implement BST in python ,only code,no comments ",spec_eval,46,1,1,2,1,2240,2240,strong_ctx8,strong_ctx8,1.000,1,43541 510 262 707 1304 2327 3804 721 982 286 656 12576, BST:\n    def __init__(self):\n        self.root,284, =,284, =, None,,draft_accepted,0,0,0.026894299997366033,0.00011610000001383014
"implement BST in python ,only code,no comments ",spec_eval,48,1,0,1,0,271,271,none,,,,262 707 1304 2327 3804 721 982 286 656 12576 284 2240,    def __init__(self):\n        self.root = None,,,,,\n\n,,no_pattern_fired,0,0,0.02622519999931683,6.639999992330559e-05
"implement BST in python ,only code,no comments ",spec_eval,49,1,0,1,0,262,262,none,,,,707 1304 2327 3804 721 982 286 656 12576 284 2240 271, def __init__(self):\n        self.root = None\n\n,,,,,   ,,no_pattern_fired,0,0,0.025838899997324916,6.429999848478474e-05
"implement BST in python ,only code,no comments ",spec_eval,50,1,4,2,1,5656,5656,syntax_class_next_method,syntax_class_next_method|det_ctx5|det_ctx5|det_ctx7,1.000|1.000|1.000|1.000,999|4|4|4,1304 2327 3804 721 982 286 656 12576 284 2240 271 262, __init__(self):\n        self.root = None\n\n   ,707 8737 1193 11," def append(self,",707 5656 1193 11," def insert(self,", insert,1,draft_token_mismatch,1,0,0.03563959999883082,0.000311100000544684
"implement BST in python ,only code,no comments ",spec_eval,52,1,1,2,1,11,11,strong_ctx4,strong_ctx4,1.000,1,3804 721 982 286 656 12576 284 2240 271 262 707 5656,__(self):\n        self.root = None\n\n    def insert,1193,(self,1193,(self,",",,draft_accepted,1,0,0.026953500000672648,0.00016510000205016695
"implement BST in python ,only code,no comments ",spec_eval,54,1,1,1,0,3704,3704,strong_ctx6,strong_ctx6,1.000,1,982 286 656 12576 284 2240 271 262 707 5656 1193 11,"):\n        self.root = None\n\n    def insert(self,",1376, key,3704, root, root,0,draft_token_mismatch,2,0,0.02787700000044424,0.00017490000027464703
"implement BST in python ,only code,no comments ",spec_eval,55,1,1,2,1,1376,1376,strong_ctx6,strong_ctx6,1.000,1,286 656 12576 284 2240 271 262 707 5656 1193 11 3704,"        self.root = None\n\n    def insert(self, root",11,",",11,",", key,,draft_accepted,2,0,0.025067299997317605,0.00011169999925186858
"implement BST in python ,only code,no comments ",spec_eval,57,1,2,3,2,421,421,strong_ctx8,strong_ctx8|syntax_indent,1.000|0.980,1|999,12576 284 2240 271 262 707 5656 1193 11 3704 11 1376,".root = None\n\n    def insert(self, root, key",982 286,):\n       ,982 286,):\n       , if,,draft_accepted,2,0,0.027685299999575363,0.00015759999951114878
"implement BST in python ,only code,no comments ",spec_eval,60,1,1,1,0,3704,3704,strong_ctx8,strong_ctx8,1.000,1,271 262 707 5656 1193 11 3704 11 1376 982 286 421,"\n\n    def insert(self, root, key):\n        if",537, not,3704, root, root,0,draft_token_mismatch,3,0,0.02677899999980582,0.00014840000221738592
"implement BST in python ,only code,no comments ",spec_eval,61,1,0,1,0,374,374,none,,,,262 707 5656 1193 11 3704 11 1376 982 286 421 3704,"    def insert(self, root, key):\n        if root",,,,, is,,no_pattern_fired,3,0,0.026535400000284426,9.639999916544184e-05
"implement BST in python ,only code,no comments ",spec_eval,62,1,0,1,0,2240,2240,none,,,,707 5656 1193 11 3704 11 1376 982 286 421 3704 374," def insert(self, root, key):\n        if root is",,,,, None,,no_pattern_fired,3,0,0.02721209999799612,6.880000000819564e-05
"implement BST in python ,only code,no comments ",spec_eval,63,1,2,3,2,470,470,syntax_none_guard_colon,syntax_none_guard_colon|syntax_indent,0.970|0.980,999|999,5656 1193 11 3704 11 1376 982 286 421 3704 374 2240," insert(self, root, key):\n        if root is None",510 310,:\n           ,510 310,:\n           , return,,draft_accepted,3,0,0.027731199999834644,0.00016220000179600902
